,O1 A,O1 A1,O1 B,O1 C,O2,O3,O4,O4.2,O5 ab,O5 ac,O6,O6.2,O6.3,O7,O8,O9,O9 a,O10,O11,O12,O13,O15,O16,O16.2,O16.3,O17,O18 A,O18 A1,O18 A1A2,O18 ab,O18 ac,O18 B,O18 B1,O19 ab,O20 ab,O20 ac,O21,O22,O23 A,O24,O25,O26,O27,O28 ab,O28 ac,O29,O30,O32,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O45 rel,O46,O48,O49,O52,O53,O55,O56,O58,O59,O61,O62,O64,O65,O66,O68,O69,O70,O71,O73,O73 ab,O74,O75,O76,O77,O78,O79,O82,O83,O85,O86,O86.2,O86.3,O87,O88,O90,O91,O96,O97,O98,O99,O100,O101,O102,O103,O104,O105,O107,O108,O109,O110,O111,O112 ab,O112 ac,O113,O114,O115,O116,O117,O118,O119,O120,O121,O123,O124,O125 ab,O126,O126.2,O127,O128 ab,O128 ab.2,O128 ac,O129,O130,O131,O132,O133,O134,O135,O136,O137,O138,O139,O140,O141,O142,O143,O145,O146,O147,O148,O149,O150,O151,O152,O153,O154,O155,O156,O157,O158 ab,O158 ac,O159,O160,O161,O163,O164,O165,O166,O167,O168,O169,O170,O171,O172,O173,O174 ab,O174 ac,O175,O176,O177,O178,O180,O181,O182,O183,O184,O185,O186
O164,2.8125,2.8541666666666665,3.0,2.875,3.0208333333333335,2.3333333333333335,2.6875,2.4594291666666668,2.625,2.6293875,2.6666666666666665,2.9583333333333335,2.6666666666666665,2.523025,3.0,3.066666666666667,2.9583333333333335,2.875,2.544954166666667,2.6491208333333334,2.8157875000000003,2.3333333333333335,2.2403625,2.4375,2.5625,2.8125,2.3991208333333334,2.330620833333333,2.3722875,2.3022291666666668,2.3991208333333334,2.2605625000000003,2.10965,3.25,3.0833333333333335,2.9403333333333332,2.0,2.5263899999999997,1.9795125,2.3333333333333335,2.303385,2.6666666666666665,2.6266133333333332,2.8333333333333335,2.9583333333333335,2.3670375,2.8333333333333335,2.634723333333333,2.933333333333333,2.6510416666666665,2.5021916666666666,2.486841666666667,2.735745833333333,2.688595833333333,2.5847233333333333,2.8333333333333335,2.7116208333333334,2.634866666666667,2.6666666666666665,2.6666666666666665,2.419954166666667,2.4385958333333333,2.8782875000000003,2.6666666666666665,2.7565791666666666,2.3333333333333335,3.0,2.9150383333333334,2.625,2.877603333333333,2.625,2.4429833333333333,3.066666666666667,2.933333333333333,2.7895833333333333,3.1,2.375,2.625,2.6271916666666666,2.8552625,2.6493533333333334,2.3333333333333335,2.7083333333333335,3.0833333333333335,2.9166666666666665,2.734723333333333,2.5416666666666665,2.4013899999999997,2.5274125,2.5416666666666665,2.6469291666666668,2.6666666666666665,2.3146916666666666,2.6666666666666665,2.5833333333333335,2.8333333333333335,2.625,3.5909083333333336,2.7127208333333335,2.8125,2.9583333333333335,2.788066666666667,2.2239583333333335,2.8854166666666665,2.6458333333333335,2.736841666666667,2.534026666666667,2.7083333333333335,2.6305333333333336,2.7752208333333335,2.5891933333333337,2.3333333333333335,2.2916666666666665,2.6041666666666665,2.625,2.5635958333333333,2.9201399999999995,2.36736,2.8333333333333335,2.7927625,2.7333333333333334,2.8168875,2.668858333333333,0.3333333333333333,2.6875,2.688595833333333,2.9166666666666665,2.7083333333333335,2.29715,2.3804833333333333,2.3388166666666668,2.7916666666666665,2.2736,2.4583333333333335,2.7666666666666666,2.8368066666666665,2.419954166666667,2.6677625,2.9665533333333336,2.6666666666666665,2.9210541666666665,2.5833333333333335,2.0877208333333335,2.9776000000000002,2.6491208333333334,2.9791666666666665,2.9427083333333335,2.4791666666666665,2.7083333333333335,2.7708333333333335,2.6666666666666665,2.8833333333333333,2.8333333333333335,2.6458333333333335,2.6333333333333333,2.7916666666666665,2.3076166666666666,2.5690791666666666,2.9627208333333335,2.590968333333333,2.6622116666666664,2.6469291666666668,2.232454166666667,3.0,2.7916666666666665,0.0,2.8793875,2.0910083333333334,2.8,2.7149125,2.2816833333333335,2.495325,2.5,2.7333333333333334,2.60965,2.5,2.609375,2.5708333333333333,3.0,2.8333333333333335,2.60139,2.9166666666666665,2.6415625,2.9315599999999997,2.1085541666666665,2.9583333333333335,2.653473333333333,2.5416666666666665
O165,2.0,2.0,2.25,2.25,2.0,3.044954166666667,1.75,2.25,1.25,1.25,1.75,1.75,1.75,1.75,1.9166666666666667,1.9,1.75,2.25,2.0,1.5,2.25,1.7916666666666667,2.0,1.5,1.5,2.0,1.75,2.25,2.25,1.75,1.75,1.75,2.25,1.95,1.75,2.6875,2.4594291666666668,1.68125,2.4524999999999997,2.3361125,2.960525,1.6287875000000003,3.625,1.25,1.5,2.5,2.0416666666666665,1.778125,2.2,3.0416666666666665,1.75,2.0,1.75,1.49691375,2.125,2.0,2.0,1.9765625,1.703125,1.703125,1.25,2.0,1.5,1.75,2.0,3.0,2.3361125,2.2916666666666665,2.0,1.625,3.2521916666666666,2.0,1.534375,1.678125,2.525,1.8375,2.0,1.25,2.4745,2.0,2.191666666666667,2.3333333333333335,1.5,1.5,1.5,1.732845,1.5,1.6875,2.21777375,2.0,2.0,2.0,1.5,2.294445833333333,1.5,1.5506575,2.1875,3.75,1.5,2.75,2.25,1.5,3.0,1.809375,1.5,2.5,1.525,1.24845625,2.294445833333333,1.5,2.9583333333333335,2.0,1.9724125,2.0,1.24845625,2.0,1.76875,1.5263149999999999,1.75,1.75,2.227175,1.25,1.5,2.8793875,2.5,1.94140625,2.4583333333333335,1.5,2.0,2.0,2.0,2.25,2.9583333333333335,1.0,1.7625,1.9510874999999999,1.25,2.25,1.6614583333333333,2.2708333333333335,1.5,1.9375,2.4299999999999997,2.960525,2.0,2.0,1.7291666666666667,1.9375,1.5,1.5,1.6287875000000003,2.325,2.203125,1.94140625,1.434375,2.25,2.9583333333333335,2.0,1.25,2.960525,2.9583333333333335,2.0,2.0,1.7291666666666667,1.49691375,2.8793875,0.0,2.0,2.0,2.0,2.7,2.0,1.31579,1.576315,2.0,2.2291666666666665,2.2708333333333335,1.7625,1.5,1.75,1.534375,1.5,2.0,2.2916666666666665,2.4699999999999998,1.75,1.5625,1.75
O166,1.9140625,1.9140625,1.75,1.75,2.20068375,2.3958333333333335,1.75,1.95581,1.75,1.953125,1.7395625,1.953125,1.7395625,1.75,2.25,2.2,2.0,1.703125,1.48754875,1.75,2.2050775,2.0625,1.75,1.75,1.75,2.203125,1.5,2.0,2.0,1.0,1.5,1.0,1.5,2.35,1.9453125,2.175,2.3782875000000003,1.7041674999999998,1.75,2.1875,2.6041666666666665,1.9211291666666668,2.6875,1.91015625,2.0,1.95622,2.2708333333333335,1.975,2.1875,2.793858333333333,1.73132375,1.94775375,1.74682625,1.75,1.7395825000000003,1.75,1.5,2.19628875,1.9002958333333335,1.9002958333333335,1.6796875,1.73150625,2.0,1.980225,2.0,2.375,2.2083333333333335,2.129166666666667,1.7265625,1.6875,3.125,1.75,2.025,2.1125,2.3532400000000004,2.075,1.5,1.75,2.44,1.93286125,2.0486125,1.9375,1.5,2.0,2.0,1.9640625,1.98828125,2.125,1.9140625,1.6811525,1.70146125,1.6811525,1.25,1.9208333333333334,1.7321775000000001,2.125,2.0,3.4553624999999997,1.75,2.5,1.75,1.75,1.9375,1.75,1.72824125,2.4263075,1.7666674999999998,1.5,1.9208333333333334,1.5,2.48465,1.25,1.25,1.25,2.0,1.75,1.8880200000000003,1.7416674999999997,1.7109375,1.72900375,1.7520825000000002,1.75,1.75,2.321270833333333,2.1375,1.95703125,2.2083333333333335,1.75,1.717285,1.7229,1.717285,1.75,2.1041666666666665,1.75,2.0630200000000003,1.85,1.6796875,2.0,2.2916666666666665,2.191666666666667,2.0,1.8229166666666667,2.0,2.7116208333333334,1.25,1.9609375,2.0833333333333335,1.75,1.75,1.953125,1.9211291666666668,1.9875,1.734375,1.9587400000000001,2.15,1.75,2.0657875000000003,1.4824225,1.75,2.4791666666666665,2.6304833333333333,1.75,1.5,2.25,1.75,2.0910083333333334,2.0,0.0,2.225,1.75,1.7175,1.75,1.825,1.9505200000000003,1.9979862499999999,2.0875,2.1263875,1.9651049999999999,1.75,1.953125,2.125,2.0,1.918945,2.0833333333333335,2.1724,1.75,1.8875,1.75
O167,1.975,2.0,2.0125,2.025,2.075,2.6333333333333333,1.7902175,1.8770825000000002,2.0543475,1.8793475000000002,1.9822699999999998,1.9,1.9822699999999998,1.85,1.8333333333333333,1.7932000000000001,1.830435,1.9875,2.275,1.7,1.8973099999999998,1.6333333333333333,1.9177075000000001,1.6048925,1.5548925,2.0770825000000004,1.63125,2.1293100000000003,2.327155,2.025,1.63125,2.025,2.4883625,1.8,2.05909,2.4537,2.8833333333333333,2.128,2.5,2.3552633333333333,2.8833333333333333,1.85,3.5258633333333336,1.8043475,1.65,2.525,1.9166666666666667,2.2,1.718,2.6201399999999997,2.2041674999999996,1.975,1.85,1.8255425000000003,1.6,1.759245,2.2,1.925,1.8333333333333333,1.7333333333333334,2.175,2.05,1.9,2.0,1.9375,2.86875,2.316666666666667,2.216666666666667,2.1515625,2.05,2.40764,2.2,1.784,1.4,2.2166699999999997,1.7760799999999999,2.225,2.0543475,2.45,2.1145825,2.1043866666666666,2.066666666666667,2.175,1.875,1.975,1.6,2.1510425,2.2,1.1541675,2.1395825000000004,2.0395825000000003,2.1645825000000003,1.875,2.25,1.8923925000000001,2.0,1.415105,3.65,1.85,2.5379300000000002,1.825,2.15,2.93611,1.7889290000000002,2.175,2.3,2.07,2.0625,2.216666666666667,1.9184775000000003,2.816666666666667,2.0520825,2.25,2.0,1.9293475,1.925,1.6,2.0,1.95,1.9,1.7564,1.9146750000000001,2.0,2.7,2.475,1.85,1.9769166666666669,1.830435,2.1453125,2.1203125,2.1703125,1.93368,3.002776666666667,2.225,1.5707200000000001,1.9418329999999997,2.175,1.9203125,2.283333333333333,2.3201766666666668,1.6793475,1.8333333333333333,2.6,2.8,1.9296875,1.8770825000000002,1.9205866666666664,2.0270825,1.8923925000000001,1.85,1.8833333333333333,1.6,1.9661450000000003,1.8875,1.768,2.15,2.933333333333333,2.05,1.8543475,3.0166666666666666,2.783333333333333,2.0,2.16875,2.068626666666667,1.7690224999999997,2.8,2.0,2.225,0.0,1.8921875,2.5456899999999996,1.6026049999999998,2.136,1.94936,1.8421875,2.0710533333333334,2.0385966666666664,1.6,1.9934775000000002,1.7760874999999998,1.9439999999999997,1.916305,2.1,2.183333333333333,2.5431025,1.925,1.7776,2.05
O168,1.72119125,1.72119125,1.9863275,1.74707,1.75,2.4024125,1.75,1.5,1.9375,1.9609375,1.75,1.5,1.75,1.5,2.25,2.2,2.0,1.9721674999999999,1.0,1.75,1.9892575,1.8601208333333332,2.0,1.99316375,1.99316375,2.2338862500000003,1.9145512500000001,2.41846,2.4175,1.75,1.9145512500000001,1.75,2.1725000000000003,2.35,2.21875,2.42,2.485745833333333,1.9010424999999997,2.1627,2.5069458333333334,2.3782875000000003,1.7015291666666668,3.2744583333333335,1.7270512500000001,1.75,2.0,2.0416666666666665,1.9901049999999998,2.052605,1.7532875,1.94256625,1.72168,1.5,1.7265625,1.415625,1.93432625,1.0,2.22558625,2.0267874999999997,1.8184541666666665,2.0,1.499145,1.75,2.0,1.7256475,2.5866208333333334,2.428516666666667,1.7115749999999998,1.74902375,2.0014875,3.2083333333333335,1.75,2.0,1.9339199999999999,2.3879625,2.175,1.7265625,1.9375,2.6539375,1.99414,1.5931500000000003,1.8541666666666667,1.75,2.21972625,1.5,1.8947924999999999,1.5,2.0401049999999996,1.75,1.9462275,1.9665525000000001,1.9462275,1.75,1.6708333333333334,1.75,1.775,1.6875,3.446425,1.5,2.685,1.75,2.0,2.7138166666666663,1.9791674999999997,1.75,2.1987875,1.71875,1.7465825000000001,1.6291666666666667,1.25,2.2417458333333333,1.5,1.5,1.0,1.6953125,1.5,1.8276049999999997,1.8161450000000001,1.75,1.7480475,2.2302075,1.5,1.75,2.6315791666666666,1.75,1.73135375,2.1217583333333336,1.9765625,1.9414212499999999,1.9414212499999999,1.9414212499999999,1.97488375,2.6502208333333335,2.25,1.8520825000000003,2.065105,2.0,1.9609375,2.0,2.125,1.7421875,2.0094583333333333,2.1975,2.294954166666667,1.91015625,1.9069825,1.8348208333333333,1.9952999999999999,2.0,1.9296875,1.5737666666666668,2.1,1.9511725,1.75,1.8255200000000003,1.75,2.8125,1.0,1.93066375,2.4616208333333334,2.3667458333333333,1.0,1.9357912499999999,2.0416666666666665,1.75,2.7149125,2.0,1.75,1.8921875,0.0,2.6571,1.0,2.1010424999999997,1.9,1.75,1.8791666666666667,1.7398166666666668,1.9,2.0,1.75,1.8135424999999998,1.5,1.5,1.7111124999999998,2.47592,1.75,2.0151049999999997,2.0
O169,2.25,2.25,2.2,2.205,2.4524999999999997,2.607454166666667,2.0,2.2175000000000002,2.6625,2.435,2.41,2.45,2.41,2.24458,2.0833333333333335,2.00043,1.75,2.4105,1.9425,2.0,2.4524999999999997,2.4227958333333333,2.1875,2.0,2.0,1.5,2.175,2.45094,2.45094,1.97762,2.175,1.97762,2.2084124999999997,2.625,2.4775,2.375,2.293858333333333,2.2392250000000002,2.2363,2.5416666666666665,2.4385958333333333,2.5220583333333333,2.75,2.48,2.25,2.4479800000000003,2.5,2.3637924999999997,2.5163800000000003,2.758770833333333,2.38406,2.3952437499999997,2.24423875,2.395,2.325,2.25,2.2247075,1.75,2.4595583333333333,2.4595583333333333,2.20564,2.20862,2.4402,2.5,2.3475,2.7297999999999996,2.7708333333333335,2.441175,1.97,2.6875,3.0910083333333334,2.2,2.6625,2.4396549999999997,2.1383625000000004,2.30043,2.25,2.6625,2.1944,1.9984,2.4840666666666666,2.2303916666666663,2.3725,1.75,2.465,2.4758625000000003,2.6875,2.6633625000000003,2.23638125,2.3600000000000003,2.3600000000000003,2.3600000000000003,2.20724,2.3333333333333335,2.1875,2.7875,2.4725,3.696425,2.45,2.4575,2.2175000000000002,2.6875,2.1041666666666665,2.41638,2.215,2.4996,2.5530175,2.25,2.6666666666666665,2.2024999999999997,2.8366208333333334,2.4359,2.4359,2.6145,2.6625,2.0,2.5379300000000002,2.5030175,2.25,2.3725,2.1262925,2.4524999999999997,2.25,2.4421166666666667,2.4616875,2.25,2.4031875,2.25,1.9375,2.1875,1.9375,2.25,2.1458333333333335,2.25,2.4887924999999997,2.5262925,2.20564,2.0,2.9375,2.3333333333333335,2.435,2.275733333333333,2.33798,2.5833333333333335,2.4635325,2.5425,2.6875,2.3725,2.2199999999999998,2.25,2.5220583333333333,2.2883625000000003,2.1875,2.0,2.6625,2.4625,2.4024125,2.2024999999999997,2.41,2.625,2.4649125,2.25,1.9782,2.7916666666666665,2.2199999999999998,2.2816833333333335,2.7,1.7175,2.5456899999999996,2.6571,0.0,2.4655199999999997,2.425,2.575,2.0,2.4031875,2.488970833333333,2.0,2.0,2.25,2.489655,2.465,2.4299999999999997,2.482841666666667,1.0,2.25,2.552155,2.25
O170,1.71069375,1.71069375,1.9824225,1.74414,1.74707,2.2291666666666665,1.75,1.5,1.9375,1.9609375,1.94256625,1.703125,1.94256625,1.5,2.25,2.2,2.0,1.934815,1.5,1.75,1.99243125,1.7351208333333332,2.1542975,1.9765625,1.9765625,2.4140625,1.91015625,2.4025,2.4575,1.75,1.91015625,1.75,2.2199999999999998,2.35,2.21875,2.42,2.485745833333333,1.9270825000000003,2.105,2.5069458333333334,2.1885958333333333,1.6583750000000002,3.2744583333333335,1.75,1.75,2.0,1.9791666666666667,1.9151049999999998,2.1026049999999996,2.2719291666666668,1.94256625,1.48120125,1.5,1.7265625,1.5395825,1.7421875,1.5,2.2265625,2.0267874999999997,1.7351208333333332,2.0,1.4824225,1.75,2.0,1.47753875,2.4594291666666668,2.2763875,1.583425,1.75,1.9598208333333333,2.7708333333333335,1.5,1.95,2.0552075000000003,2.46389,2.2,1.7265625,1.9375,2.65,1.99414,1.7997208333333334,1.8958333333333333,1.5,2.25,1.25,1.822005,1.5,1.8651049999999998,1.5,1.9731450000000001,2.1911625,1.9731450000000001,1.75,1.5638874999999999,1.75,1.6541674999999998,1.1875,3.446425,1.5,2.685,1.75,2.21875,2.6304833333333333,2.1270825,1.75,2.23255625,1.8161450000000001,1.75,1.6472208333333331,1.25,2.239325,1.5,1.5,1.0,1.9375,1.25,1.9395825000000002,1.8161450000000001,1.75,1.75,2.2552075,1.5,2.0,2.6619916666666668,2.0,1.95971625,2.07935,2.0,2.0,2.0,2.0,1.9634399999999999,2.6502208333333335,2.25,1.9270825000000003,2.053125,2.0,1.9731450000000001,1.875,2.0055541666666667,1.7421875,1.9642875,1.999,2.1469291666666668,1.91015625,1.93352875,1.7098208333333333,1.9952999999999999,2.0,2.0,1.4900083333333332,2.175,1.73736625,1.9453125,1.95,1.75,2.8541666666666665,1.25,1.9609375,2.4616208333333334,2.2809916666666665,1.25,1.746155,1.7916666666666667,1.5,2.495325,2.0,1.75,1.6026049999999998,1.0,2.4655199999999997,0.0,2.0510425,1.9375,1.9685675,1.7513874999999999,1.4208333333333334,2.0,2.0,1.75,1.9635424999999997,1.75,1.5,1.17,2.3475,2.0,1.9375,2.0
O171,2.0,2.025,2.20052,2.15,2.125,2.935416666666667,1.551315,2.1510425,1.525,1.6144725000000002,2.1,2.1,2.1,2.027605,1.8375,1.6,1.725,2.1,1.69375,1.575,2.27552,1.5666666666666667,2.0005200000000003,1.576315,1.551315,2.175,2.090105,2.5258625,2.5008625,1.9125,2.090105,1.9875,2.3534475,1.8,1.9,2.7839300000000002,2.533333333333333,1.2,2.376725,2.260943333333333,2.8666666666666667,1.5345233333333332,3.191953333333333,1.575,1.725,2.489655,2.2333333333333334,1.4,2.1,2.933333333333333,1.8,1.8541674999999997,2.1510425,1.528125,1.8,2.2,1.85,2.2265625,1.5333333333333334,1.5333333333333334,0.985735,2.0125,1.6,1.6,2.15,2.7666666666666666,2.35351,2.283333333333333,2.1,1.6051866666666668,3.2194433333333334,1.8145825000000002,1.6,1.6,2.38611,1.6,1.8,1.475,2.5155175,2.0510425,2.1859633333333335,2.2333333333333334,1.525,1.74375,1.65,1.8780000000000001,1.8760424999999998,1.4,2.115105,1.7375,2.025,1.7625,1.5,2.2008766666666664,1.2375,1.4,2.2,3.6,1.525,2.7254300000000002,2.15,1.8,2.527776666666667,1.4,1.2375,2.55,1.2,1.42829,2.2675433333333332,1.5506575,2.9375,2.0270825,1.7520825000000002,1.9,1.5,2.125,1.4,1.2,1.65,2.05052,1.95,1.5506575,1.525,2.466666666666667,2.3,1.975,2.3350866666666668,1.6039474999999999,1.60625,1.63125,1.65625,2.275,2.565393333333333,1.1125,1.575,1.8,0.935735,2.090105,1.6541666666666666,2.433333333333333,1.625,1.875,2.425,2.86736,2.090105,2.2,1.6571433333333334,1.925,1.725,1.65,1.5345233333333332,2.0,2.1651049999999996,1.8401049999999999,1.377686,2.225,2.55,1.91875,1.6026325,2.533333333333333,2.8520833333333333,2.075,1.653125,1.8375,1.576315,2.5,1.31579,1.825,2.136,2.1010424999999997,2.425,2.0510425,0.0,1.4,1.8880200000000003,1.7017533333333332,1.9350866666666666,1.573438,1.771875,1.65,1.2,1.675,2.0776049999999997,2.283333333333333,2.3125,1.65,1.2,1.525
O172,1.85,1.85,2.1,1.975,2.0291675,2.7,1.2401325,1.7760424999999997,1.55,1.5751374999999999,1.8791674999999999,1.9541674999999998,1.9541674999999998,1.7880200000000002,1.7416666666666667,1.6,1.6,1.9,1.9375,1.275,2.1875,1.35119,1.825,1.4,1.35,2.125,1.9010424999999997,2.475,2.375,1.6875,1.8760424999999998,1.7375,2.1875,1.6,1.9,2.626785,2.785416666666667,1.2,2.4125,2.4008766666666665,2.433333333333333,1.2,3.633906666666667,1.375,1.525,2.225,2.066666666666667,1.8,1.966,2.7673600000000005,2.0041675,2.0291675,1.7880200000000002,1.65,1.6,1.975,1.875,2.0,1.5202366666666667,1.5202366666666667,1.675,1.9421875,1.65,1.4,2.0,2.8333333333333335,2.4,2.2,2.025,1.60119,3.1006933333333335,1.95,1.4,1.4,2.27361,1.4,1.9,1.55,2.3875,2.01875,2.136843333333333,2.1192966666666666,1.625,1.70625,1.625,1.7736,2.025,1.6,2.1171875,1.9125,1.975,1.9875,1.35,2.03421,1.475,1.6,2.175,3.5,1.35,2.6375,1.975,1.8,2.933333333333333,1.595312,1.65,2.4,1.39375,1.2,2.00914,1.45,2.8041666666666667,1.975,2.0,1.9375,1.4501374999999999,1.9,1.584961,1.4,1.475,1.975,1.8,1.3256575,1.35,2.8,2.3508625000000003,1.85,2.1859633333333335,1.6,2.0291675,2.0291675,2.0291675,1.95,2.96736,1.81875,1.4,1.57552,1.675,2.0625,1.8666666666666667,2.4,1.5751374999999999,1.73603,2.4,2.7006933333333336,2.15052,2.1291675,1.60119,2.190105,1.675,1.3053325,1.3892866666666668,1.8,2.075,1.8875,1.4,2.025,2.65,1.9625,1.5751374999999999,2.6736100000000005,2.933333333333333,1.9,2.1541675,1.7416666666666667,1.425,2.7333333333333334,1.576315,1.9505200000000003,1.94936,1.9,2.575,1.9375,1.4,0.0,1.875,2.05263,2.05263,1.4,1.696875,1.325,1.559961,1.61875,1.9286450000000002,2.2,2.525,1.475,1.4,1.45
O173,1.75,1.75,1.5,1.703125,1.9082025,2.3541666666666665,1.5,1.71051,2.1875,1.9848637500000001,1.9140625,1.9375,1.9140625,1.9933475,2.0416666666666665,2.0005200000000003,1.75,1.9585575,1.98059125,1.7109375,1.70703125,1.875,1.6875,1.5,1.5,2.0,1.75,2.17,2.3605,1.7480475,1.75,1.7480475,2.12,2.05,2.25,2.5375,2.2510958333333333,1.8875,2.1550000000000002,1.9625000000000001,2.5625,1.815475,3.3568833333333337,1.75,1.75,2.18242375,2.1458333333333335,2.2875,1.790625,2.6666666666666665,2.17944375,1.75,1.9933475,1.9670412499999999,1.775,1.75,1.75,1.75,1.715775,1.75,2.0,1.9918825,2.0,2.0,1.7011725,2.5844291666666668,1.9791666666666667,2.2291666666666665,2.0,2.0252958333333333,2.8344291666666663,1.75,2.1625,1.9401049999999997,2.3879625,2.0005200000000003,1.70703125,2.1875,2.375,1.9694825,2.2291666666666665,1.8347208333333331,2.25,2.0,2.0,2.05052,1.5,2.0625,1.75,1.75,1.5,1.75,1.953125,2.2708333333333335,1.75,2.0375,1.75,3.5,1.703125,2.205,1.9375,2.5,2.7828958333333333,1.6630200000000002,2.230225,2.0,2.153125,1.953125,1.8125,1.9423825,2.4791666666666665,1.7392575,1.9453125,1.95849625,2.1875,1.5,1.9875,2.053125,1.75,1.99414,1.65,1.95703125,2.0,2.692983333333333,2.2190000000000003,1.5,2.0416666666666665,1.75,1.9375,1.9375,1.9375,1.74902375,2.8285416666666667,2.25,1.6416674999999998,1.7901049999999998,2.0,1.75,2.2708333333333335,2.2291666666666665,1.947265,1.9166666666666667,2.0,2.8541666666666665,1.7480475,1.91015625,2.0014875,1.96777375,1.9609375,1.5,1.9598208333333333,1.7630200000000003,1.7421875,0.5,2.1625,1.96875,2.8333333333333335,1.9318849999999999,1.875,2.3991208333333334,2.6940791666666666,1.25,1.9431150000000001,2.125,1.75,2.60965,2.0,1.9979862499999999,1.8421875,1.75,2.0,1.9685675,1.8880200000000003,1.875,0.0,2.197408333333333,2.0875,1.8140625,1.9667975,1.75,2.190105,1.97265625,1.7109375,2.2125,2.0,1.75,2.1052075,1.75
O174 ab,1.8402791666666667,1.8402791666666667,2.1472208333333334,1.9819458333333333,2.0277791666666665,2.614171666666667,2.044445833333333,1.9765749999999997,1.875,1.9136125,1.9338875,1.684075,1.9338875,1.8847208333333334,2.25,2.183333333333333,2.1680541666666664,2.0416666666666665,1.8283333333333331,2.2111125,2.1875,1.8333333333333333,2.2916666666666665,2.1680541666666664,2.1263875,2.4375,2.1041666666666665,2.3995083333333334,2.5490208333333335,2.0847208333333334,2.1458333333333335,2.1263875,2.50245,2.3833333333333333,2.2636083333333334,2.4036500000000003,1.6666666666666667,1.95,2.1495083333333334,1.9814816666666666,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.0833333333333335,2.2097208333333334,2.507354166666667,1.0,2.033333333333333,2.036843333333333,2.25,1.7291666666666667,1.75,1.9098166666666667,2.0208333333333335,1.9894733333333334,2.1875,1.7555541666666665,2.2083333333333335,2.0,1.9814816666666666,1.8763874999999999,1.8435166666666667,1.9388874999999999,2.0,1.8402791666666667,2.3333333333333335,2.0,1.944445,2.1680541666666664,2.0,2.6666666666666665,1.8333333333333333,2.183333333333333,2.0921066666666666,2.4033333333333333,2.15,1.84185,1.9166666666666667,2.503675,2.0694458333333334,1.944445,1.6666666666666667,1.7527791666666666,2.375,2.2291666666666665,1.8710533333333332,2.1263875,2.03421,1.8898166666666665,1.7388875,1.8907416666666668,1.7805541666666667,1.875,1.6666666666666667,1.6513875,2.03421,2.0708333333333333,3.3333333333333335,1.9611124999999998,2.4803916666666663,1.9666666666666668,2.4166666666666665,2.3229166666666665,2.2526300000000004,1.7916666666666667,2.3590666666666666,1.7333333333333334,2.0847208333333334,1.6666666666666667,1.9597208333333331,2.5885416666666665,1.7319458333333333,1.7722208333333331,1.7708333333333333,1.9166666666666667,1.9652791666666667,2.283333333333333,1.7666666666666666,2.25,2.1319458333333334,2.0859633333333334,2.0027791666666666,2.0833333333333335,2.5,2.0673999999999997,1.7822208333333334,1.9166666666666667,2.1263875,1.7231499999999997,1.7231499999999997,1.6814833333333332,2.0888875,2.3333333333333335,2.0,2.0710533333333334,2.1526300000000003,1.8763874999999999,2.125,2.0,2.0,1.9888875,1.9285749999999997,2.1041666666666665,2.0,2.1041666666666665,1.8819458333333332,2.0,1.7958333333333334,2.0013875,2.0055541666666667,1.6666666666666667,2.1192966666666666,1.8986124999999998,2.072408333333333,2.005263333333333,2.0933333333333333,2.0,2.025,2.0472208333333333,2.0,2.5885416666666665,1.9652791666666667,1.6845375,2.0,1.8555541666666666,2.5,2.2291666666666665,2.0875,2.0710533333333334,1.8791666666666667,2.4031875,1.7513874999999999,1.7017533333333332,2.05263,2.197408333333333,0.0,0.3333333333333333,2.0833333333333335,2.1263875,1.8333333333333333,1.7833333333333334,2.1041666666666665,2.2291666666666665,1.6666666666666667,2.128675,2.0055541666666667,1.7,2.2083333333333335
